label,review,compound,scores,comp_score
pos,dinosaurs  back  lunch  hear  buzz  worry  swarm  killer  bees  buzz  surrounding  highly  anticipated  first  novel  justin  strauss  justin  academically  trained  paleontologist  assured  knows  dinosaur  detailsthe  book  entirely  gripping  like  crackling  intelligent  fiction  dinosaurs  futureshock  stories  twists  turns  put  bloody  running  shoes  sprint  store  pick  alternatively  whip  credit  card  get  onlinethe  characters  hewn  classic  science  fiction  material  action  firstrate  reader  immediately  notice  strauss  swings  effortlessly  heartpounding  imagery  subtleties  humanity  without  hamfisted  literary  tactics  common  science  fiction  genresomebody  contact  movie  studios  second  thought  would  screw  go  get  book,0.2363,"{'neg': 0.113, 'neu': 0.755, 'pos': 0.132, 'compound': 0.2363}",the review is positive
pos,entertaining  movie  watched  china  doll  movie  dvd  received  amazoncom  thought  entertaining  movie  movie  builds  relationship  capt  brandon  victor  mature  shu  jin  li  li  hua  leads  marriage  little  baby  sad  end  shu  jin  capt  brandon  killed  nice  see  daughter  14  years  later  met  los  angeles  airport  capt  brandons  old  crew  would  recommend  movie  anybody  likes  movies  end  heartwarming,0.888,"{'neg': 0.097, 'neu': 0.639, 'pos': 0.264, 'compound': 0.888}",the review is positive
pos,wonderful  movie  seen  movie  since  young  teenager  looking  long  excited  found  amazon  bought  straight  away  recieving  cleared  afternoon  took  phone  hook  disurbed  sat  enjoyed  every  minute  academy  award  stuff  lovely  romantic  rompsomething  get  lost  hour  half  victor  mature  may  one  greatest  actors  enjoy  anything  something  thank  god  graced  silver  screen  presence  favour  enjoy,0.9911,"{'neg': 0.027, 'neu': 0.414, 'pos': 0.559, 'compound': 0.9911}",the review is positive
pos,china  doll  movie  I  wanted  20  yrs  amazoncom  hero  movie  made  cry  watched  seen  dad  died  1990  movie  makes  feel  closer,-0.4767,"{'neg': 0.237, 'neu': 0.636, 'pos': 0.127, 'compound': -0.4767}",the review is negative
neg,old  bought  lipstick  mine  turned  old  wanted  fresh  one  even  though  color  discontinued  lipstick  received  quality  old  one  already  lipsticks  old  thrown  17  vendor  selling,0.3182,"{'neg': 0.0, 'neu': 0.913, 'pos': 0.087, 'compound': 0.3182}",the review is positive
neg,terrible  beyounduse  date  lipstick  arrived  old  even  smells  worse  grannys  oldest  lipstick  takes  tube  matchi  throw  away,-0.7351,"{'neg': 0.292, 'neu': 0.708, 'pos': 0.0, 'compound': -0.7351}",the review is negative
pos,borror  delongs  study  insects  great  pricewell  half  universitys  bookstore  black  white  pictures  illustrations  thorough  coverage  entomology,0.6249,"{'neg': 0.0, 'neu': 0.785, 'pos': 0.215, 'compound': 0.6249}",the review is positive
pos,review  borror  delong  keystone  book  every  entomologists  library  next  chapmans  insect  structure  function  romorser  stoffolanos  science  entomology,0.0,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",the review is positive
pos,book  purchase  product  excellent  shape  indicatedi  received  book  quickly  would  definitely  business  people  againthanks,0.7506,"{'neg': 0.0, 'neu': 0.652, 'pos': 0.348, 'compound': 0.7506}",the review is positive
neg,music  producer  like  listening  synthesized  21st  century  adaptation  great  classic  could  turn  classical  enthusiast  classical  hater  listening  anemic  attempt  capturing  power  acclaimed  musical  portrait  using  synthesized  instruments  one  left  wonder  recording  company  recorded  piece  using  large  orchestra  begs  real  thing  least  large  orchestra  might  justification  charge  23  33  minutes  music  would  strongly  urge  classical  music  lovers  approach  caution  thinking  buying  selections  classical  music  series  played  alexander  jero  bad  amazon  offer  moneyback  guarantee  opened  cds  sound  enveloping  like  surrounded  harsh  virtual  instrumentation,0.9001,"{'neg': 0.091, 'neu': 0.68, 'pos': 0.229, 'compound': 0.9001}",the review is positive
neg,beware  product  give  surround  sound  experience  sounded  okay  cars  audio  system  howeverthis  version  orchestral  sound  expecting  rather  organ  piece  find  rich  vibrant,0.836,"{'neg': 0.0, 'neu': 0.681, 'pos': 0.319, 'compound': 0.836}",the review is positive
neg,happy  wasted  money  2  music  experience  3dimensional  sound  music  experience  3dimensional  soundthis  cd  recordedmy  fault  bougt  cdwas  tempted  dts  recordingi  could  readed  rewiewsthe  experience  listen  saddnes  stupidityloke1858,-0.296,"{'neg': 0.176, 'neu': 0.714, 'pos': 0.11, 'compound': -0.296}",the review is negative
neg,oh  goodness  single  release  must  mean  full  album  cd  would  run  700  dollar  must  dropped  floor,0.4588,"{'neg': 0.0, 'neu': 0.833, 'pos': 0.167, 'compound': 0.4588}",the review is positive
pos,dummy  fats  hysterical  really  say  movie  puppet  steals  show  really  matter  weak  story  puppets  comments  made  show,-0.734,"{'neg': 0.345, 'neu': 0.592, 'pos': 0.063, 'compound': -0.734}",the review is negative
neg,dummy  scared  bejesus  oh  god  remember  seeing  dummys  face  ads  scariest  thing  movie  probably  8  9  time  remember  watching  incredible  hulk  friday  night  commercials  came  face  appeared  screen  thought  might  show  kept  zooming  got  scared  every  time  saw  ad  would  switch  channel  cover  eyes  years  whenever  I  seen  ad  I  nearly  jumped  skin  yeah  fats  scary,-0.6908,"{'neg': 0.14, 'neu': 0.793, 'pos': 0.067, 'compound': -0.6908}",the review is negative
neg,hamorama  theatrics  sir  anthony  whenever  anyone  know  blathers  great  actor  sir  anthony  hopkins  tell  stick  vcr  horror  movie  alright  horror  sit  lts  battle  uncured  hams  sir  anthony  annmargret  burgess  meredith  act  storm  script  never  seen  light  day  fats  dummy  unquestionably  best  actor  movie  regrettably  share  scenes  aforementioned  actors  fats  able  break  away  sir  anthonys  arm  earlier  movie  massacred  entire  cast  I  would  writing  fivestar  rating  instead  need  convincing  hopkins  success  silence  lambs  fluke  indeed  another  tough  slice  fatty  welsh  ham  watch  double  feature  legends  fall  hopkins  like  monty  python  grotesque  played  pathos  instead  comedy,0.9246,"{'neg': 0.118, 'neu': 0.645, 'pos': 0.236, 'compound': 0.9246}",the review is positive
pos,take  knife  hill  rent  movie  forget  fact  viewer  clue  hopkins  corky  got  involved  dummy  even  got  famous  big  deal  hopkins  performance  reminicent  early  peter  lorre  hopkins  descent  dementia  mesmerizing  fats  high  pitched  brooklynese  ventriloquism  absolutely  chillingwhenever  characters  ie  ann  margaret  burgess  meredith  invade  screen  movie  becomes  pathetic  hopkins  fats  dummy  alone  together  one  finest  spectacles  ever  commited  film  single  actor,-0.765,"{'neg': 0.118, 'neu': 0.882, 'pos': 0.0, 'compound': -0.765}",the review is negative
pos,magic  ads  scary  though  movie  frightening  enough  saw  one  night  alone  poconos  hotel  room  parents  dining  dancing  witnessed  thing  still  freaks  think  magic  commercial  fats  dummy  reciting  demonic  poem  still  say  poem  day  scared  could  leave  bed  parents  arrived  back  hours  lateri  must  honest  ventriloquist  dummies  still  scare  death  totally  release  commerical  video  dvd  see  enough  people  age  freaked  would  probably  love  see,-0.9136,"{'neg': 0.281, 'neu': 0.629, 'pos': 0.091, 'compound': -0.9136}",the review is negative
pos,deliciously  disturbing  highly  underestimated  finally  comes  dvd  film  absolutely  brilliant  psychologically  scarred  kid  I  never  able  think  ventriloquists  wooden  counterparts  quite  way  since  still  left  lasting  unavoidable  impression  upon  dreaded  longed  see  thank  dark  sky  making  possible,0.25,"{'neg': 0.185, 'neu': 0.591, 'pos': 0.224, 'compound': 0.25}",the review is positive
pos,magic  like  anthony  hopkins  one  best  bit  keeps  watching  different  movie  saw  years  ago  remembered  never  comes  cable  think  worth  look,0.8225,"{'neg': 0.0, 'neu': 0.677, 'pos': 0.323, 'compound': 0.8225}",the review is positive
pos,magic  blu  ray  starrring  anthony  hopkins  ann  margret  well  crafted  film  like  bluray  release  anthony  hopkinsann  margret  film  bluray  transfer  done  nicely  extras  pretty  good  could  betteri  really  enjoyed  dennis  alwood  interview  fats  friends  wish  new  interviews  anthony  hopkins  ann  margret  though  old  archival  anthony  hopkins  interview  leaves  much  desired  though  better  nothing,0.9776,"{'neg': 0.0, 'neu': 0.606, 'pos': 0.394, 'compound': 0.9776}",the review is positive
pos,ventriloquists  nightmare  magic  timeless  suspense  film  starring  anthony  hopkinks  ann  margret  always  entertaining  burgess  meredithbetter  known  mic  rocky  story  follows  coming  ventriloquist  corky  dummy  fats  near  rise  stardom  entertaining  yet  creepy  film  dummy  control  ventriloquistvery  similar  twilight  zone  episode  watching  corky  go  five  minutes  without  speaking  fats  sheer  genius  great  acting  plus  clever  story  make  timeless  movie  case  magic  definately  recommend  classic  need  change  typical  cookie  cutter  horrorsuspense  films,0.9371,"{'neg': 0.0, 'neu': 0.806, 'pos': 0.194, 'compound': 0.9371}",the review is positive
neg,great  movie  massacred  tape  quality  one  time  favorite  movies  edited  television  recorded  extended  long  play  packaged  though  nothing  done  buy  tape  wait  dvd  version  coming  soon,0.8591,"{'neg': 0.0, 'neu': 0.708, 'pos': 0.292, 'compound': 0.8591}",the review is positive
pos,early  hopkins  story  still  sends  chills  viewers  magic  showed  us  early  anthony  hopkins  dummy  exactly  charlie  mccarthy  parts  squeamish  ann  margret  curious  role  tale  well  along  bunker  overthetop  quasimodo  hunchback  notre  dame  viewer  gets  excellent  foretaste  come  hannibal  lecter  roles,0.7964,"{'neg': 0.0, 'neu': 0.82, 'pos': 0.18, 'compound': 0.7964}",the review is positive
neg,dummy  writer  magic  poses  question  whether  ventriloquist  corky  withers  anthony  hopkins  dummy  fats  two  separate  entities  fats  extension  corkys  twisted  psyche  alas  answer  telegraphed  soon  whatever  suspense  director  richard  attenborough  trying  muster  drained  away  anthony  hopkins  help  matters  chewing  scenery  performance  neither  terrifying  funny  annmargret  essentially  wasted  called  upon  model  tight  sweaters  retrospect  entirely  bad  thing  hight  point  film  burgess  meredith  hopkins  agent  author  william  goldman  sue  screenwriter  adapted  book,-0.8021,"{'neg': 0.169, 'neu': 0.749, 'pos': 0.082, 'compound': -0.8021}",the review is negative
pos,dummy  viewing  magic  first  became  aware  anthony  hopkins  brilliant  actor  movie  coincided  somewhat  starring  role  highly  praised  qbvii  aired  tv  made  mental  note  watch  actor  saw  magic  capital  plaza  cinema  austin  texas  seventies  one  things  remember  besides  spooky  fats  dummy  haunting  eerie  cords  played  squeeze  box  throughout  movie  two  chords  played  something  creepy  happen  happened  hopkins  great  type  stalker  psycho  used  fats  prop  burgess  meridith  great  manager  ann  margaret  excellent  dramatic  slightly  kookie  role,0.9657,"{'neg': 0.049, 'neu': 0.694, 'pos': 0.256, 'compound': 0.9657}",the review is positive
pos,amazingly  suspenseful  psychological  thriller  story  psychotic  ventriloquist  truly  frightening  especially  portrayed  gifted  anthony  hopkins  annmargret  gives  best  performance  highschool  sweetheart  stuck  bad  marriage  based  novel  plot  powerful  welldeveloped  one  caution  video  edited  abundant  vulgar  language  movie  removed  hurts  impact  film  story  strong  enough  overcome  sad  bit  editing,0.7624,"{'neg': 0.209, 'neu': 0.49, 'pos': 0.301, 'compound': 0.7624}",the review is positive
pos,truly  great  horror  movie  saw  film  last  night  refusing  see  fear  ventriloquism  great  film  sincerely  believe  anthonys  hopkins  finest  performance  telepathic  card  scene  ann  margaret  fantastic  intense  one  intelligent  horror  movies  I  ever  seen  fats  never  walks  around  murders  victims  done  corky  corkys  obsession  perfection  success  ultimately  takes  mind  ability  control  metallica  song  film  called  sad  true  sums  ideology  film  well  also  believe  films  concept  may  based  one  twilight  zone  episode  could  mistaken,0.9462,"{'neg': 0.204, 'neu': 0.45, 'pos': 0.346, 'compound': 0.9462}",the review is positive
pos,frightening  movie  superb  acting  sir  hopkins  recollection  film  I  ordered  today  august  31  1999  youth  eight  years  old  genuinely  frightening  film  great  deal  credibility  dummy  seemingly  real  times  especially  killing  hapless  victim  hopkins  acting  phenomenal  one  things  disturbs  understand  peoples  comments  significant  editing  tape  available  true  afraid  disappointed  hoping  see  movie  way  intended  run  ie  way  originally  aired  1978  vulgar  language  dummy  integral  film  feel  anyway  look  forward  receiving,-0.7604,"{'neg': 0.234, 'neu': 0.602, 'pos': 0.165, 'compound': -0.7604}",the review is negative
